 | 1    | Flygon             |  5.13061% | 7377   |  5.131% | 5327   |  4.983% |
 | 2    | Latios             |  5.11670% | 7357   |  5.117% | 4961   |  4.640% |
 | 3    | Tyranitar          |  4.97621% | 7155   |  4.976% | 5634   |  5.270% |
 | 4    | Latias             |  4.68411% | 6735   |  4.684% | 4489   |  4.199% |
 | 5    | Cryogonal          |  4.35723% | 6265   |  4.357% | 4498   |  4.207% |
 | 6    | Ferrothorn         |  4.24178% | 6099   |  4.242% | 5178   |  4.843% |
 | 7    | Roselia            |  3.82588% | 5501   |  3.826% | 4074   |  3.811% |
 | 8    | Excadrill          |  3.66174% | 5265   |  3.662% | 3766   |  3.523% |
 | 9    | Klefki             |  3.62905% | 5218   |  3.629% | 4400   |  4.116% |
 | 10   | Clefairy           |  3.50456% | 5039   |  3.505% | 3879   |  3.628% |
 | 11   | Blissey            |  3.46979% | 4989   |  3.470% | 3526   |  3.298% |
 | 12   | Archeops           |  3.33765% | 4799   |  3.338% | 3708   |  3.468% |
 | 13   | Scizor-Mega        |  3.30913% | 4758   |  3.309% | 3546   |  3.317% |
 | 14   | Prinplup           |  3.26114% | 4689   |  3.261% | 3957   |  3.701% |
 | 15   | Bronzong           |  3.18881% | 4585   |  3.189% | 3876   |  3.626% |
 | 16   | Rhyperior          |  3.17421% | 4564   |  3.174% | 3421   |  3.200% |
 | 17   | Pawniard           |  2.96695% | 4266   |  2.967% | 3126   |  2.924% |
 | 18   | Diancie-Mega       |  2.94678% | 4237   |  2.947% | 3388   |  3.169% |
 | 19   | Blastoise          |  2.88558% | 4149   |  2.886% | 3132   |  2.930% |
 | 20   | Mesprit            |  2.85706% | 4108   |  2.857% | 3287   |  3.075% |
 | 21   | Feraligatr         |  2.81464% | 4047   |  2.815% | 2852   |  2.668% |
 | 22   | Diancie            |  2.80212% | 4029   |  2.802% | 3155   |  2.951% |
 | 23   | Hitmonlee          |  2.77082% | 3984   |  2.771% | 2839   |  2.656% |
 | 24   | Camerupt           |  2.76387% | 3974   |  2.764% | 3199   |  2.992% |
 | 25   | Hoopa              |  2.75274% | 3958   |  2.753% | 2718   |  2.542% |
 | 26   | Misdreavus         |  2.72492% | 3918   |  2.725% | 2974   |  2.782% |
 | 27   | Aromatisse         |  2.71657% | 3906   |  2.717% | 2787   |  2.607% |
 | 28   | Manectric          |  2.66580% | 3833   |  2.666% | 2972   |  2.780% |
 | 29   | Gligar             |  2.66233% | 3828   |  2.662% | 2939   |  2.749% |
