 | 1    | Gyarados-Mega      |  8.84481% | 45405  |  8.845% | 14124  | 16.976% |
 | 2    | Mimikyu            |  7.88893% | 40498  |  7.889% | 16065  | 19.309% |
 | 3    | Charizard-Mega-X   |  7.23188% | 37125  |  7.232% | 13848  | 16.645% |
 | 4    | Aegislash          |  6.16614% | 31654  |  6.166% | 11010  | 13.233% |
 | 5    | Kyurem-Black       |  6.00679% | 30836  |  6.007% | 10831  | 13.018% |
 | 6    | Tapu Koko          |  5.71966% | 29362  |  5.720% | 9909   | 11.910% |
 | 7    | Porygon-Z          |  5.28215% | 27116  |  5.282% | 10156  | 12.207% |
 | 8    | Greninja           |  4.50782% | 23141  |  4.508% | 8164   |  9.813% |
 | 9    | Lucario-Mega       |  4.44549% | 22821  |  4.445% | 8514   | 10.233% |
 | 10   | Metagross-Mega     |  4.43205% | 22752  |  4.432% | 7589   |  9.122% |
 | 11   | Charizard-Mega-Y   |  4.42055% | 22693  |  4.421% | 7747   |  9.312% |
 | 12   | Gengar-Mega        |  4.08842% | 20988  |  4.088% | 8042   |  9.666% |
 | 13   | Dragonite          |  3.94330% | 20243  |  3.943% | 7879   |  9.470% |
 | 14   | Kartana            |  3.92245% | 20136  |  3.922% | 6677   |  8.025% |
 | 15   | Venusaur-Mega      |  3.47987% | 17864  |  3.480% | 6012   |  7.226% |
 | 16   | Tapu Lele          |  3.35403% | 17218  |  3.354% | 5877   |  7.064% |
 | 17   | Alakazam-Mega      |  3.03612% | 15586  |  3.036% | 5159   |  6.201% |
 | 18   | Garchomp           |  2.77412% | 14241  |  2.774% | 5115   |  6.148% |
 | 19   | Crustle            |  2.58497% | 13270  |  2.585% | 5175   |  6.220% |
 | 20   | Genesect           |  2.44998% | 12577  |  2.450% | 4307   |  5.177% |
 | 21   | Donphan            |  2.44296% | 12541  |  2.443% | 5313   |  6.386% |
 | 22   | Smeargle           |  2.39329% | 12286  |  2.393% | 5242   |  6.301% |
 | 23   | Whimsicott         |  2.34245% | 12025  |  2.342% | 4259   |  5.119% |
 | 24   | Snorlax            |  2.32803% | 11951  |  2.328% | 4887   |  5.874% |
 | 25   | Pheromosa          |  2.28985% | 11755  |  2.290% | 3914   |  4.704% |
 | 26   | Magearna           |  2.20531% | 11321  |  2.205% | 3880   |  4.664% |
 | 27   | Toxapex            |  2.16947% | 11137  |  2.169% | 3870   |  4.652% |
 | 28   | Primarina          |  2.14804% | 11027  |  2.148% | 3887   |  4.672% |
 | 29   | Celesteela         |  2.12603% | 10914  |  2.126% | 3654   |  4.392% |
 | 30   | Jirachi            |  2.06252% | 10588  |  2.063% | 3904   |  4.692% |
 | 31   | Magnezone          |  2.04538% | 10500  |  2.045% | 3716   |  4.466% |
 | 32   | Pinsir-Mega        |  1.91077% | 9809   |  1.911% | 3179   |  3.821% |
 | 33   | Magnemite          |  1.90629% | 9786   |  1.906% | 4197   |  5.045% |
 | 34   | Greninja-Ash       |  1.75065% | 8987   |  1.751% | 3420   |  4.111% |
 | 35   | Togekiss           |  1.68851% | 8668   |  1.689% | 3041   |  3.655% |
 | 36   | Decidueye          |  1.62247% | 8329   |  1.622% | 2773   |  3.333% |
 | 37   | Golem              |  1.60747% | 8252   |  1.607% | 3358   |  4.036% |
 | 38   | Pyukumuku          |  1.55955% | 8006   |  1.560% | 3501   |  4.208% |
 | 39   | Swampert           |  1.50969% | 7750   |  1.510% | 3167   |  3.807% |
 | 40   | Marowak-Alola      |  1.50949% | 7749   |  1.509% | 2839   |  3.412% |
 | 41   | Sableye-Mega       |  1.50462% | 7724   |  1.505% | 2731   |  3.283% |
 | 42   | Scizor-Mega        |  1.50131% | 7707   |  1.501% | 2421   |  2.910% |
 | 43   | Blastoise-Mega     |  1.50034% | 7702   |  1.500% | 2480   |  2.981% |
 | 44   | Gengar             |  1.46936% | 7543   |  1.469% | 2462   |  2.959% |
 | 45   | Chansey            |  1.45027% | 7445   |  1.450% | 2320   |  2.789% |
 | 46   | Incineroar         |  1.38755% | 7123   |  1.388% | 2772   |  3.332% |
 | 47   | Minior             |  1.38618% | 7116   |  1.386% | 2746   |  3.301% |
 | 48   | Salazzle           |  1.38112% | 7090   |  1.381% | 2432   |  2.923% |
 | 49   | Deoxys-Defense     |  1.36281% | 6996   |  1.363% | 2622   |  3.152% |
 | 50   | Xurkitree          |  1.35248% | 6943   |  1.352% | 2689   |  3.232% |
 | 51   | Slowbro-Mega       |  1.34177% | 6888   |  1.342% | 1977   |  2.376% |
 | 52   | Sawk               |  1.32151% | 6784   |  1.322% | 2823   |  3.393% |
 | 53   | Ditto              |  1.31645% | 6758   |  1.316% | 2995   |  3.600% |
 | 54   | Cloyster           |  1.30904% | 6720   |  1.309% | 2399   |  2.883% |
 | 55   | Golisopod          |  1.29229% | 6634   |  1.292% | 2291   |  2.754% |
 | 56   | Aron               |  1.29015% | 6623   |  1.290% | 3231   |  3.884% |
 | 57   | Azumarill          |  1.26833% | 6511   |  1.268% | 2367   |  2.845% |
 | 58   | Breloom            |  1.21866% | 6256   |  1.219% | 2065   |  2.482% |
 | 59   | Bewear             |  1.21749% | 6250   |  1.217% | 1928   |  2.317% |
 | 60   | Araquanid          |  1.21710% | 6248   |  1.217% | 2218   |  2.666% |
 | 61   | Ferrothorn         |  1.19645% | 6142   |  1.196% | 2320   |  2.789% |
 | 62   | Shuckle            |  1.17074% | 6010   |  1.171% | 2677   |  3.218% |
 | 63   | Haxorus            |  1.14152% | 5860   |  1.142% | 2245   |  2.698% |
 | 64   | Blissey            |  1.12788% | 5790   |  1.128% | 1766   |  2.123% |
 | 65   | Hitmonlee          |  1.11269% | 5712   |  1.113% | 2031   |  2.441% |
 | 66   | Heatran            |  1.09905% | 5642   |  1.099% | 1755   |  2.109% |
 | 67   | Salamence          |  1.09671% | 5630   |  1.097% | 1983   |  2.383% |
 | 68   | Victini            |  1.08522% | 5571   |  1.085% | 2136   |  2.567% |
 | 69   | Shedinja           |  1.07314% | 5509   |  1.073% | 1830   |  2.200% |
 | 70   | Slaking            |  1.05620% | 5422   |  1.056% | 2358   |  2.834% |
 | 71   | Machamp            |  1.05522% | 5417   |  1.055% | 2141   |  2.573% |
 | 72   | Tapu Bulu          |  1.03730% | 5325   |  1.037% | 1389   |  1.670% |
 | 73   | Infernape          |  1.02503% | 5262   |  1.025% | 1674   |  2.012% |
 | 74   | Gliscor            |  1.02464% | 5260   |  1.025% | 1688   |  2.029% |
 | 75   | Ninetales-Alola    |  0.98022% | 5032   |  0.980% | 1565   |  1.881% |
 | 76   | Buzzwole           |  0.96211% | 4939   |  0.962% | 1585   |  1.905% |
 | 77   | Umbreon            |  0.95821% | 4919   |  0.958% | 1579   |  1.898% |
 | 78   | Eevee              |  0.95685% | 4912   |  0.957% | 2194   |  2.637% |
 | 79   | Talonflame         |  0.95685% | 4912   |  0.957% | 1470   |  1.767% |
 | 80   | Serperior          |  0.93815% | 4816   |  0.938% | 1542   |  1.853% |
 | 81   | Cinccino           |  0.92802% | 4764   |  0.928% | 1790   |  2.151% |
 | 82   | Hoopa-Unbound      |  0.87503% | 4492   |  0.875% | 1620   |  1.947% |
 | 83   | Avalugg            |  0.86646% | 4448   |  0.866% | 1560   |  1.875% |
 | 84   | Landorus-Therian   |  0.86081% | 4419   |  0.861% | 1539   |  1.850% |
 | 85   | Raichu-Alola       |  0.83997% | 4312   |  0.840% | 1500   |  1.803% |
 | 86   | Togedemaru         |  0.83042% | 4263   |  0.830% | 1745   |  2.097% |
 | 87   | Arcanine           |  0.82516% | 4236   |  0.825% | 1492   |  1.793% |
 | 88   | Clefable           |  0.80978% | 4157   |  0.810% | 1276   |  1.534% |
 | 89   | Necrozma           |  0.80763% | 4146   |  0.808% | 1924   |  2.313% |
 | 90   | Conkeldurr         |  0.80744% | 4145   |  0.807% | 1382   |  1.661% |
 | 91   | Mew                |  0.80082% | 4111   |  0.801% | 1808   |  2.173% |
 | 92   | Volcanion          |  0.78991% | 4055   |  0.790% | 1580   |  1.899% |
 | 93   | Aggron             |  0.78426% | 4026   |  0.784% | 1689   |  2.030% |
 | 94   | Pikachu            |  0.76673% | 3936   |  0.767% | 1544   |  1.856% |
 | 95   | Alakazam           |  0.75523% | 3877   |  0.755% | 1486   |  1.786% |
 | 96   | Deoxys-Speed       |  0.74919% | 3846   |  0.749% | 1457   |  1.751% |
 | 97   | Sylveon            |  0.73673% | 3782   |  0.737% | 1499   |  1.802% |
