 | 1    | Landorus-Therian   | 15.19611% | 639009 | 15.196% | 535455 | 16.968% |
 | 2    | Garchomp           | 14.50843% | 610093 | 14.508% | 491577 | 15.578% |
 | 3    | Ferrothorn         | 13.85829% | 582754 | 13.858% | 487062 | 15.435% |
 | 4    | Heatran            | 13.73942% | 577758 | 13.739% | 470373 | 14.906% |
 | 5    | Talonflame         | 13.04250% | 548453 | 13.042% | 401585 | 12.726% |
 | 6    | Rotom-Wash         | 12.15969% | 511330 | 12.160% | 419281 | 13.287% |
 | 7    | Gengar             | 12.01121% | 505089 | 12.011% | 354603 | 11.237% |
 | 8    | Azumarill          | 11.78015% | 495371 | 11.780% | 379603 | 12.029% |
 | 9    | Excadrill          | 10.72163% | 450859 | 10.722% | 328592 | 10.413% |
 | 10   | Clefable           | 10.44446% | 439203 | 10.444% | 326466 | 10.346% |
 | 11   | Keldeo             |  9.21468% | 387488 |  9.215% | 293080 |  9.288% |
 | 12   | Gliscor            |  8.96402% | 376947 |  8.964% | 280770 |  8.897% |
 | 13   | Dragonite          |  8.94588% | 376181 |  8.946% | 262560 |  8.320% |
 | 14   | Latios             |  8.66132% | 364217 |  8.661% | 257801 |  8.170% |
 | 15   | Serperior          |  8.38773% | 352718 |  8.388% | 250823 |  7.948% |
 | 16   | Bisharp            |  8.35232% | 351226 |  8.352% | 248914 |  7.888% |
 | 17   | Charizard-Mega-X   |  7.97869% | 335515 |  7.979% | 248605 |  7.878% |
 | 18   | Breloom            |  7.89759% | 332102 |  7.898% | 242631 |  7.689% |
 | 19   | Starmie            |  7.89144% | 331847 |  7.891% | 241461 |  7.652% |
 | 20   | Skarmory           |  7.83624% | 329529 |  7.836% | 272392 |  8.632% |
 | 21   | Weavile            |  7.71264% | 324329 |  7.713% | 235020 |  7.448% |
 | 22   | Tyranitar          |  7.69439% | 323560 |  7.694% | 256088 |  8.115% |
 | 23   | Scizor             |  6.80648% | 286222 |  6.807% | 213595 |  6.769% |
 | 24   | Conkeldurr         |  6.74232% | 283524 |  6.742% | 210996 |  6.686% |
 | 25   | Sylveon            |  6.68304% | 281030 |  6.683% | 198486 |  6.290% |
 | 26   | Charizard-Mega-Y   |  6.37048% | 267888 |  6.371% | 207440 |  6.574% |
 | 27   | Lopunny-Mega       |  5.82195% | 244822 |  5.822% | 192159 |  6.089% |
 | 28   | Scizor-Mega        |  5.74033% | 241390 |  5.740% | 182369 |  5.779% |
 | 29   | Chansey            |  5.62127% | 236380 |  5.621% | 168826 |  5.350% |
 | 30   | Latias             |  5.59291% | 235190 |  5.593% | 165383 |  5.241% |
 | 31   | Venusaur-Mega      |  5.48432% | 230621 |  5.484% | 175793 |  5.571% |
 | 32   | Thundurus          |  5.40141% | 227135 |  5.401% | 173905 |  5.511% |
 | 33   | Hoopa-Unbound      |  5.32618% | 223971 |  5.326% | 159678 |  5.060% |
 | 34   | Tornadus-Therian   |  5.25301% | 220894 |  5.253% | 174797 |  5.539% |
 | 35   | Jirachi            |  5.23892% | 220302 |  5.239% | 169828 |  5.382% |
 | 36   | Metagross-Mega     |  5.10135% | 214517 |  5.101% | 158971 |  5.038% |
 | 37   | Magnezone          |  5.07197% | 213280 |  5.072% | 164211 |  5.204% |
 | 38   | Manaphy            |  4.92808% | 207232 |  4.928% | 157912 |  5.004% |
 | 39   | Raikou             |  4.72516% | 198698 |  4.725% | 151787 |  4.810% |
 | 40   | Manectric-Mega     |  4.56245% | 191857 |  4.562% | 153121 |  4.852% |
 | 41   | Kyurem-Black       |  4.42780% | 186196 |  4.428% | 135648 |  4.299% |
 | 42   | Togekiss           |  4.37804% | 184102 |  4.378% | 133187 |  4.221% |
 | 43   | Slowbro            |  4.36300% | 183470 |  4.363% | 139955 |  4.435% |
 | 44   | Gardevoir-Mega     |  4.35069% | 182952 |  4.351% | 130262 |  4.128% |
 | 45   | Sableye-Mega       |  4.28437% | 180162 |  4.284% | 151688 |  4.807% |
 | 46   | Hippowdon          |  4.19406% | 176367 |  4.194% | 147096 |  4.661% |
 | 47   | Volcarona          |  4.18011% | 175781 |  4.180% | 125005 |  3.961% |
 | 48   | Klefki             |  3.93343% | 165409 |  3.934% | 137074 |  4.344% |
 | 49   | Mew                |  3.90595% | 164250 |  3.906% | 130422 |  4.133% |
 | 50   | Alakazam-Mega      |  3.79125% | 159426 |  3.791% | 110003 |  3.486% |
 | 51   | Altaria-Mega       |  3.48509% | 146552 |  3.485% | 104749 |  3.319% |
 | 52   | Diancie-Mega       |  3.44423% | 144832 |  3.444% | 115743 |  3.668% |
 | 53   | Alakazam           |  3.35531% | 141095 |  3.355% | 96514  |  3.058% |
 | 54   | Pinsir-Mega        |  3.17435% | 133486 |  3.174% | 94036  |  2.980% |
 | 55   | Gyarados-Mega      |  3.15151% | 132527 |  3.152% | 99832  |  3.164% |
 | 56   | Espeon             |  3.11919% | 131165 |  3.119% | 96423  |  3.056% |
 | 57   | Celebi             |  2.90523% | 122172 |  2.905% | 93447  |  2.961% |
 | 58   | Infernape          |  2.88397% | 121275 |  2.884% | 92028  |  2.916% |
 | 59   | Medicham-Mega      |  2.79831% | 117671 |  2.798% | 92904  |  2.944% |
 | 60   | Umbreon            |  2.66579% | 112099 |  2.666% | 79293  |  2.513% |
 | 61   | Cloyster           |  2.61770% | 110077 |  2.618% | 81123  |  2.571% |
 | 62   | Arcanine           |  2.59206% | 108999 |  2.592% | 82483  |  2.614% |
 | 63   | Gyarados           |  2.46814% | 103788 |  2.468% | 78774  |  2.496% |
 | 64   | Chandelure         |  2.37521% | 99882  |  2.375% | 73272  |  2.322% |
 | 65   | Milotic            |  2.37293% | 99784  |  2.373% | 74551  |  2.362% |
 | 66   | Gallade-Mega       |  2.35211% | 98910  |  2.352% | 69617  |  2.206% |
 | 67   | Politoed           |  2.34743% | 98711  |  2.347% | 88669  |  2.810% |
 | 68   | Goodra             |  2.30529% | 96939  |  2.305% | 70399  |  2.231% |
 | 69   | Jolteon            |  2.27537% | 95684  |  2.275% | 71626  |  2.270% |
 | 70   | Victini            |  2.23863% | 94140  |  2.239% | 72085  |  2.284% |
 | 71   | Staraptor          |  2.16018% | 90839  |  2.160% | 65389  |  2.072% |
 | 72   | Tentacruel         |  2.15819% | 90755  |  2.158% | 69445  |  2.201% |
 | 73   | Lucario            |  2.11536% | 88953  |  2.115% | 61972  |  1.964% |
 | 74   | Swampert-Mega      |  2.02954% | 85343  |  2.029% | 66219  |  2.098% |
 | 75   | Zapdos             |  2.02051% | 84964  |  2.020% | 66375  |  2.103% |
 | 76   | Galvantula         |  1.95674% | 82286  |  1.957% | 70363  |  2.230% |
 | 77   | Sceptile-Mega      |  1.95397% | 82166  |  1.954% | 59423  |  1.883% |
 | 78   | Hydreigon          |  1.94469% | 81777  |  1.945% | 58982  |  1.869% |
 | 79   | Forretress         |  1.93736% | 81470  |  1.937% | 69592  |  2.205% |
 | 80   | Garchomp-Mega      |  1.93544% | 81388  |  1.935% | 57927  |  1.836% |
 | 81   | Snorlax            |  1.92408% | 80910  |  1.924% | 57784  |  1.831% |
 | 82   | Heracross-Mega     |  1.84955% | 77774  |  1.850% | 56759  |  1.799% |
 | 83   | Hawlucha           |  1.82427% | 76712  |  1.824% | 54120  |  1.715% |
 | 84   | Mamoswine          |  1.82155% | 76598  |  1.822% | 60700  |  1.924% |
 | 85   | Sableye            |  1.81518% | 76331  |  1.815% | 60051  |  1.903% |
 | 86   | Tyranitar-Mega     |  1.80474% | 75893  |  1.805% | 55456  |  1.757% |
 | 87   | Vaporeon           |  1.77985% | 74845  |  1.780% | 55480  |  1.758% |
 | 88   | Kingdra            |  1.75289% | 73710  |  1.753% | 53160  |  1.685% |
 | 89   | Scolipede          |  1.69292% | 71190  |  1.693% | 55598  |  1.762% |
 | 90   | Crobat             |  1.68556% | 70880  |  1.686% | 52249  |  1.656% |
 | 91   | Blissey            |  1.65354% | 69533  |  1.654% | 49020  |  1.553% |
 | 92   | Darmanitan         |  1.63859% | 68905  |  1.639% | 50886  |  1.613% |
 | 93   | Feraligatr         |  1.63498% | 68754  |  1.635% | 49173  |  1.558% |
 | 94   | Salamence          |  1.61335% | 67842  |  1.613% | 46975  |  1.489% |
 | 95   | Nidoking           |  1.60399% | 67451  |  1.604% | 50747  |  1.608% |
 | 96   | Beedrill-Mega      |  1.54852% | 65117  |  1.549% | 47636  |  1.510% |
 | 97   | Pidgeot-Mega       |  1.52321% | 64053  |  1.523% | 47921  |  1.519% |
 | 98   | Empoleon           |  1.50301% | 63204  |  1.503% | 49754  |  1.577% |
 | 99   | Slowbro-Mega       |  1.49272% | 62771  |  1.493% | 47378  |  1.501% |
 | 100  | Donphan            |  1.49011% | 62661  |  1.490% | 50988  |  1.616% |
 | 101  | Amoonguss          |  1.48121% | 62288  |  1.481% | 46792  |  1.483% |
 | 102  | Shuckle            |  1.44554% | 60786  |  1.446% | 51779  |  1.641% |
 | 103  | Mandibuzz          |  1.42416% | 59888  |  1.424% | 44984  |  1.426% |
 | 104  | Terrakion          |  1.40872% | 59238  |  1.409% | 42677  |  1.352% |
 | 105  | Diggersby          |  1.40143% | 58932  |  1.401% | 43603  |  1.382% |
 | 106  | Metagross          |  1.39957% | 58855  |  1.400% | 43024  |  1.363% |
