 | 1    | Landorus-Therian   | 16.40663% | 717808 | 16.407% | 599542 | 18.272% |
 | 2    | Garchomp           | 12.90283% | 564513 | 12.903% | 450040 | 13.716% |
 | 3    | Ferrothorn         | 12.83433% | 561516 | 12.834% | 469402 | 14.306% |
 | 4    | Rotom-Wash         | 12.64233% | 553116 | 12.642% | 455018 | 13.868% |
 | 5    | Heatran            | 12.29816% | 538058 | 12.298% | 435893 | 13.285% |
 | 6    | Talonflame         | 12.10644% | 529670 | 12.106% | 384314 | 11.713% |
 | 7    | Gengar             | 11.91348% | 521228 | 11.913% | 365757 | 11.147% |
 | 8    | Clefable           | 11.44410% | 500692 | 11.444% | 373521 | 11.384% |
 | 9    | Excadrill          | 10.80837% | 472878 | 10.808% | 345678 | 10.535% |
 | 10   | Azumarill          |  9.96658% | 436049 |  9.967% | 328588 | 10.014% |
 | 11   | Dragonite          |  9.53041% | 416966 |  9.530% | 287162 |  8.752% |
 | 12   | Latios             |  9.49549% | 415438 |  9.495% | 295184 |  8.996% |
 | 13   | Weavile            |  9.30132% | 406943 |  9.301% | 294233 |  8.967% |
 | 14   | Serperior          |  8.98956% | 393303 |  8.990% | 281404 |  8.576% |
 | 15   | Tyranitar          |  8.77541% | 383934 |  8.775% | 301971 |  9.203% |
 | 16   | Gliscor            |  8.61082% | 376733 |  8.611% | 279215 |  8.510% |
 | 17   | Bisharp            |  8.59185% | 375903 |  8.592% | 267916 |  8.165% |
 | 18   | Keldeo             |  8.32048% | 364030 |  8.320% | 274353 |  8.361% |
 | 19   | Starmie            |  8.27376% | 361986 |  8.274% | 263663 |  8.036% |
 | 20   | Skarmory           |  7.88906% | 345155 |  7.889% | 281109 |  8.567% |
 | 21   | Breloom            |  7.31874% | 320203 |  7.319% | 232318 |  7.080% |
 | 22   | Charizard-Mega-X   |  6.91553% | 302562 |  6.916% | 223325 |  6.806% |
 | 23   | Volcanion          |  6.68008% | 292261 |  6.680% | 231018 |  7.041% |
 | 24   | Chansey            |  6.61353% | 289349 |  6.614% | 211399 |  6.443% |
 | 25   | Lopunny-Mega       |  6.54569% | 286381 |  6.546% | 225608 |  6.876% |
 | 26   | Scizor             |  6.49828% | 284307 |  6.498% | 212280 |  6.470% |
 | 27   | Charizard-Mega-Y   |  6.33445% | 277139 |  6.334% | 213669 |  6.512% |
 | 28   | Scizor-Mega        |  6.22643% | 272413 |  6.226% | 205564 |  6.265% |
 | 29   | Jirachi            |  5.91910% | 258967 |  5.919% | 197992 |  6.034% |
 | 30   | Latias             |  5.35790% | 234414 |  5.358% | 165796 |  5.053% |
 | 31   | Sableye-Mega       |  5.27214% | 230662 |  5.272% | 196316 |  5.983% |
 | 32   | Amoonguss          |  5.09448% | 222889 |  5.094% | 163664 |  4.988% |
 | 33   | Metagross-Mega     |  5.08019% | 222264 |  5.080% | 164834 |  5.024% |
 | 34   | Magnezone          |  5.03996% | 220504 |  5.040% | 167559 |  5.107% |
 | 35   | Thundurus          |  4.87766% | 213403 |  4.878% | 163186 |  4.973% |
 | 36   | Gardevoir-Mega     |  4.85677% | 212489 |  4.857% | 151634 |  4.621% |
 | 37   | Venusaur-Mega      |  4.84143% | 211818 |  4.841% | 159664 |  4.866% |
 | 38   | Tornadus-Therian   |  4.73554% | 207185 |  4.736% | 161426 |  4.920% |
 | 39   | Zapdos             |  4.70032% | 205644 |  4.700% | 160517 |  4.892% |
 | 40   | Togekiss           |  4.61504% | 201913 |  4.615% | 145490 |  4.434% |
 | 41   | Medicham-Mega      |  4.48978% | 196433 |  4.490% | 157426 |  4.798% |
 | 42   | Diancie-Mega       |  4.26666% | 186671 |  4.267% | 151386 |  4.614% |
 | 43   | Volcarona          |  4.26035% | 186395 |  4.260% | 133530 |  4.070% |
 | 44   | Slowbro            |  4.23790% | 185413 |  4.238% | 140728 |  4.289% |
 | 45   | Mew                |  4.15635% | 181845 |  4.156% | 144226 |  4.396% |
 | 46   | Kyurem-Black       |  4.06835% | 177995 |  4.068% | 128991 |  3.931% |
 | 47   | Manaphy            |  4.01537% | 175677 |  4.015% | 133271 |  4.062% |
 | 48   | Manectric-Mega     |  4.00475% | 175212 |  4.005% | 139225 |  4.243% |
 | 49   | Sylveon            |  3.74013% | 163635 |  3.740% | 115272 |  3.513% |
 | 50   | Klefki             |  3.72626% | 163028 |  3.726% | 134764 |  4.107% |
 | 51   | Hippowdon          |  3.62990% | 158812 |  3.630% | 131876 |  4.019% |
 | 52   | Raikou             |  3.44183% | 150584 |  3.442% | 113544 |  3.460% |
 | 53   | Quagsire           |  3.43383% | 150234 |  3.434% | 112722 |  3.435% |
 | 54   | Espeon             |  3.40067% | 148783 |  3.401% | 107191 |  3.267% |
 | 55   | Conkeldurr         |  3.14822% | 137738 |  3.148% | 103669 |  3.160% |
 | 56   | Infernape          |  2.92075% | 127786 |  2.921% | 97919  |  2.984% |
 | 57   | Umbreon            |  2.83223% | 123913 |  2.832% | 88503  |  2.697% |
 | 58   | Pinsir-Mega        |  2.80569% | 122752 |  2.806% | 86017  |  2.622% |
 | 59   | Goodra             |  2.57443% | 112634 |  2.574% | 81813  |  2.493% |
 | 60   | Arcanine           |  2.53635% | 110968 |  2.536% | 83280  |  2.538% |
 | 61   | Cloyster           |  2.48467% | 108707 |  2.485% | 79258  |  2.416% |
 | 62   | Heracross-Mega     |  2.46650% | 107912 |  2.466% | 77821  |  2.372% |
 | 63   | Alakazam           |  2.32243% | 101609 |  2.322% | 68816  |  2.097% |
 | 64   | Gallade-Mega       |  2.27231% | 99416  |  2.272% | 70689  |  2.154% |
 | 65   | Victini            |  2.25626% | 98714  |  2.256% | 75518  |  2.302% |
 | 66   | Scolipede          |  2.23382% | 97732  |  2.234% | 79391  |  2.420% |
 | 67   | Milotic            |  2.22036% | 97143  |  2.220% | 71297  |  2.173% |
 | 68   | Gyarados-Mega      |  2.21633% | 96967  |  2.216% | 73494  |  2.240% |
 | 69   | Chandelure         |  2.20090% | 96292  |  2.201% | 70592  |  2.151% |
 | 70   | Altaria-Mega       |  2.20040% | 96270  |  2.200% | 68639  |  2.092% |
 | 71   | Staraptor          |  2.19092% | 95855  |  2.191% | 69280  |  2.111% |
 | 72   | Hydreigon          |  2.16056% | 94527  |  2.161% | 68363  |  2.084% |
 | 73   | Politoed           |  2.13620% | 93461  |  2.136% | 84488  |  2.575% |
 | 74   | Alakazam-Mega      |  2.12696% | 93057  |  2.127% | 64508  |  1.966% |
 | 75   | Gyarados           |  2.09131% | 91497  |  2.091% | 68268  |  2.081% |
 | 76   | Jolteon            |  2.08098% | 91045  |  2.081% | 68102  |  2.076% |
 | 77   | Tentacruel         |  2.07725% | 90882  |  2.077% | 69412  |  2.115% |
 | 78   | Garchomp-Mega      |  2.04425% | 89438  |  2.044% | 63732  |  1.942% |
 | 79   | Mamoswine          |  2.00368% | 87663  |  2.004% | 67830  |  2.067% |
 | 80   | Galvantula         |  1.99497% | 87282  |  1.995% | 74380  |  2.267% |
