 | 1    | Gengar             |  8.85961% | 41191  |  8.859% | 28632  |  8.463% |
 | 2    | Volcarona          |  8.39524% | 39033  |  8.395% | 26936  |  7.962% |
 | 3    | Skarmory           |  7.82010% | 36359  |  7.820% | 30058  |  8.885% |
 | 4    | Dragonite          |  7.65809% | 35605  |  7.658% | 25086  |  7.415% |
 | 5    | Azumarill          |  7.18947% | 33427  |  7.190% | 24033  |  7.104% |
 | 6    | Charizard-Mega-Y   |  7.11521% | 33082  |  7.115% | 24657  |  7.288% |
 | 7    | Keldeo             |  6.85114% | 31853  |  6.851% | 21841  |  6.456% |
 | 8    | Breloom            |  6.83243% | 31766  |  6.832% | 22562  |  6.669% |
 | 9    | Infernape          |  6.80210% | 31626  |  6.802% | 24607  |  7.273% |
 | 10   | Heatran            |  6.76833% | 31470  |  6.769% | 24391  |  7.210% |
 | 11   | Bisharp            |  6.55695% | 30486  |  6.557% | 20585  |  6.085% |
 | 12   | Galvantula         |  6.35623% | 29553  |  6.356% | 24386  |  7.208% |
 | 13   | Sableye-Mega       |  6.28826% | 29236  |  6.288% | 24341  |  7.195% |
 | 14   | Togekiss           |  6.27046% | 29154  |  6.271% | 20285  |  5.996% |
 | 15   | Hydreigon          |  5.86045% | 27247  |  5.860% | 18793  |  5.555% |
 | 16   | Chandelure         |  5.82131% | 27065  |  5.821% | 18643  |  5.511% |
 | 17   | Venusaur-Mega      |  5.76044% | 26782  |  5.760% | 19326  |  5.712% |
 | 18   | Hoopa-Unbound      |  5.62149% | 26136  |  5.621% | 17703  |  5.233% |
 | 19   | Victini            |  5.60364% | 26054  |  5.604% | 19290  |  5.702% |
 | 20   | Hawlucha           |  5.38920% | 25056  |  5.389% | 17375  |  5.136% |
 | 21   | Ferrothorn         |  5.32806% | 24772  |  5.328% | 20256  |  5.987% |
 | 22   | Weavile            |  5.06721% | 23559  |  5.067% | 16914  |  4.999% |
 | 23   | Staraptor          |  4.88783% | 22726  |  4.888% | 16027  |  4.737% |
 | 24   | Gallade-Mega       |  4.78964% | 22270  |  4.790% | 15222  |  4.499% |
 | 25   | Scizor-Mega        |  4.78906% | 22266  |  4.789% | 15404  |  4.553% |
 | 26   | Tentacruel         |  4.73658% | 22022  |  4.737% | 17374  |  5.135% |
 | 27   | Excadrill          |  4.71318% | 21914  |  4.713% | 15333  |  4.532% |
 | 28   | Terrakion          |  4.60607% | 21415  |  4.606% | 14217  |  4.202% |
 | 29   | Gardevoir-Mega     |  4.54364% | 21125  |  4.544% | 14123  |  4.175% |
 | 30   | Kyurem-Black       |  4.52675% | 21047  |  4.527% | 14970  |  4.425% |
 | 31   | Gliscor            |  4.36367% | 20288  |  4.364% | 14936  |  4.415% |
 | 32   | Nidoking           |  4.36216% | 20281  |  4.362% | 15136  |  4.474% |
 | 33   | Heracross          |  4.34237% | 20189  |  4.342% | 13359  |  3.949% |
 | 34   | Cloyster           |  4.23053% | 19669  |  4.230% | 14543  |  4.299% |
 | 35   | Tyranitar          |  4.20967% | 19572  |  4.210% | 14616  |  4.320% |
 | 36   | Magnezone          |  4.18321% | 19450  |  4.183% | 14005  |  4.140% |
 | 37   | Klefki             |  4.14627% | 19278  |  4.146% | 16272  |  4.810% |
 | 38   | Garchomp           |  4.13804% | 19239  |  4.138% | 15523  |  4.588% |
 | 39   | Rotom-Wash         |  4.13627% | 19231  |  4.136% | 15188  |  4.489% |
 | 40   | Scizor             |  4.06147% | 18883  |  4.061% | 12950  |  3.828% |
 | 41   | Slowbro            |  4.05545% | 18855  |  4.055% | 13796  |  4.078% |
 | 42   | Lopunny-Mega       |  4.04044% | 18786  |  4.041% | 14786  |  4.370% |
 | 43   | Drapion            |  3.98899% | 18546  |  3.989% | 13958  |  4.126% |
 | 44   | Medicham-Mega      |  3.95500% | 18388  |  3.955% | 13908  |  4.111% |
 | 45   | Zapdos             |  3.95409% | 18384  |  3.954% | 13841  |  4.091% |
 | 46   | Scolipede          |  3.93780% | 18308  |  3.938% | 13206  |  3.903% |
 | 47   | Gyarados-Mega      |  3.88252% | 18051  |  3.882% | 13149  |  3.887% |
