 | 1    | Greninja           |  9.07645% | 21623  |  9.076% | 15938  |  8.736% |
 | 2    | Sableye            |  8.77044% | 20894  |  8.770% | 17730  |  9.719% |
 | 3    | Volcarona          |  8.51649% | 20289  |  8.516% | 14594  |  8.000% |
 | 4    | Azumarill          |  8.12150% | 19348  |  8.121% | 14604  |  8.005% |
 | 5    | Skarmory           |  8.00984% | 19082  |  8.010% | 16306  |  8.938% |
 | 6    | Charizard          |  7.91581% | 18858  |  7.916% | 14934  |  8.186% |
 | 7    | Heatran            |  7.58001% | 18058  |  7.580% | 14544  |  7.972% |
 | 8    | Metagross          |  7.53635% | 17954  |  7.536% | 13673  |  7.495% |
 | 9    | Gengar             |  7.50445% | 17878  |  7.504% | 12927  |  7.086% |
 | 10   | Scizor             |  7.39111% | 17608  |  7.391% | 12942  |  7.094% |
 | 11   | Infernape          |  7.27484% | 17331  |  7.275% | 13817  |  7.574% |
 | 12   | Breloom            |  7.12960% | 16985  |  7.130% | 12884  |  7.062% |
 | 13   | Bisharp            |  6.91721% | 16479  |  6.917% | 11953  |  6.552% |
 | 14   | Gallade            |  6.89916% | 16436  |  6.899% | 12059  |  6.610% |
 | 15   | Keldeo             |  6.80177% | 16204  |  6.802% | 11703  |  6.415% |
 | 16   | Ferrothorn         |  6.77869% | 16149  |  6.779% | 13640  |  7.477% |
 | 17   | Garchomp           |  6.73671% | 16049  |  6.737% | 12529  |  6.868% |
 | 18   | Heracross          |  6.51466% | 15520  |  6.515% | 11078  |  6.072% |
 | 19   | Togekiss           |  6.27288% | 14944  |  6.273% | 11236  |  6.159% |
 | 20   | Hydreigon          |  6.07391% | 14470  |  6.074% | 10574  |  5.796% |
 | 21   | Galvantula         |  5.98450% | 14257  |  5.985% | 12226  |  6.702% |
 | 22   | Dragonite          |  5.96897% | 14220  |  5.969% | 10555  |  5.786% |
 | 23   | Excadrill          |  5.82415% | 13875  |  5.824% | 10409  |  5.706% |
 | 24   | Gardevoir          |  5.77462% | 13757  |  5.775% | 9596   |  5.260% |
 | 25   | Chandelure         |  5.70788% | 13598  |  5.708% | 9823   |  5.384% |
 | 26   | Venusaur           |  5.45099% | 12986  |  5.451% | 9713   |  5.324% |
 | 27   | Victini            |  5.36284% | 12776  |  5.363% | 9734   |  5.336% |
 | 28   | Gyarados           |  5.27091% | 12557  |  5.271% | 9863   |  5.406% |
 | 29   | Rotom-Wash         |  4.87340% | 11610  |  4.873% | 9618   |  5.272% |
 | 30   | Tyranitar          |  4.80456% | 11446  |  4.805% | 8820   |  4.835% |
 | 31   | Staraptor          |  4.79365% | 11420  |  4.794% | 8419   |  4.615% |
 | 32   | Mamoswine          |  4.77224% | 11369  |  4.772% | 8790   |  4.818% |
 | 33   | Lopunny            |  4.72397% | 11254  |  4.724% | 9293   |  5.094% |
 | 34   | Slowbro            |  4.69458% | 11184  |  4.695% | 8689   |  4.763% |
 | 35   | Magnezone          |  4.65639% | 11093  |  4.656% | 8423   |  4.617% |
 | 36   | Zapdos             |  4.53046% | 10793  |  4.530% | 8617   |  4.723% |
 | 37   | Meloetta           |  4.42426% | 10540  |  4.424% | 7990   |  4.380% |
 | 38   | Swampert           |  4.39488% | 10470  |  4.395% | 8354   |  4.579% |
 | 39   | Klefki             |  4.37431% | 10421  |  4.374% | 9252   |  5.072% |
 | 40   | Mandibuzz          |  4.33653% | 10331  |  4.337% | 7828   |  4.291% |
 | 41   | Scolipede          |  4.30966% | 10267  |  4.310% | 8016   |  4.394% |
 | 42   | Tentacruel         |  4.29623% | 10235  |  4.296% | 8339   |  4.571% |
 | 43   | Terrakion          |  4.27482% | 10184  |  4.275% | 7389   |  4.050% |
 | 44   | Altaria            |  4.20305% | 10013  |  4.203% | 7370   |  4.040% |
 | 45   | Weavile            |  4.18122% | 9961   |  4.181% | 7725   |  4.234% |
 | 46   | Lucario            |  4.15687% | 9903   |  4.157% | 7094   |  3.889% |
 | 47   | Latios             |  4.14974% | 9886   |  4.150% | 7016   |  3.846% |
 | 48   | Drapion            |  4.13714% | 9856   |  4.137% | 7838   |  4.296% |
 | 49   | Medicham           |  3.91131% | 9318   |  3.911% | 7253   |  3.976% |
 | 50   | Hawlucha           |  3.80973% | 9076   |  3.810% | 6683   |  3.663% |
 | 51   | Nidoking           |  3.79546% | 9042   |  3.795% | 6765   |  3.708% |
 | 52   | Beedrill           |  3.70689% | 8831   |  3.707% | 6386   |  3.500% |
 | 53   | Empoleon           |  3.66659% | 8735   |  3.667% | 6828   |  3.743% |
 | 54   | Aegislash          |  3.66491% | 8731   |  3.665% | 6659   |  3.650% |
 | 55   | Scrafty            |  3.66072% | 8721   |  3.661% | 6524   |  3.576% |
 | 56   | Froslass           |  3.51800% | 8381   |  3.518% | 7119   |  3.902% |
 | 57   | Cloyster           |  3.50793% | 8357   |  3.508% | 6422   |  3.520% |
 | 58   | Diancie            |  3.45755% | 8237   |  3.458% | 6388   |  3.502% |
 | 59   | Chansey            |  3.40508% | 8112   |  3.405% | 6213   |  3.406% |
 | 60   | Forretress         |  3.40341% | 8108   |  3.403% | 6863   |  3.762% |
 | 61   | Gliscor            |  3.34170% | 7961   |  3.342% | 6109   |  3.349% |
 | 62   | Diggersby          |  3.33708% | 7950   |  3.337% | 5832   |  3.197% |
 | 63   | Pinsir             |  3.33498% | 7945   |  3.335% | 5669   |  3.107% |
 | 64   | Trevenant          |  3.25313% | 7750   |  3.253% | 5331   |  2.922% |
 | 65   | Hippowdon          |  3.03024% | 7219   |  3.030% | 6747   |  3.698% |
 | 66   | Landorus           |  3.01807% | 7190   |  3.018% | 5419   |  2.970% |
 | 67   | Porygon2           |  3.00002% | 7147   |  3.000% | 5736   |  3.144% |
 | 68   | Kyurem-Black       |  2.99708% | 7140   |  2.997% | 5236   |  2.870% |
 | 69   | Thundurus          |  2.97945% | 7098   |  2.979% | 5680   |  3.114% |
 | 70   | Crobat             |  2.93621% | 6995   |  2.936% | 5373   |  2.945% |
 | 71   | Landorus-Therian   |  2.89634% | 6900   |  2.896% | 5730   |  3.141% |
 | 72   | Kingdra            |  2.89340% | 6893   |  2.893% | 5092   |  2.791% |
 | 73   | Conkeldurr         |  2.87283% | 6844   |  2.873% | 5276   |  2.892% |
 | 74   | Dragalge           |  2.86192% | 6818   |  2.862% | 5130   |  2.812% |
 | 75   | Genesect           |  2.85436% | 6800   |  2.854% | 5132   |  2.813% |
 | 76   | Politoed           |  2.74690% | 6544   |  2.747% | 5833   |  3.197% |
 | 77   | Ludicolo           |  2.68394% | 6394   |  2.684% | 4951   |  2.714% |
 | 78   | Jellicent          |  2.66589% | 6351   |  2.666% | 4543   |  2.490% |
 | 79   | Sharpedo           |  2.63441% | 6276   |  2.634% | 4714   |  2.584% |
 | 80   | Jirachi            |  2.56347% | 6107   |  2.563% | 4666   |  2.558% |
 | 81   | Gastrodon          |  2.56053% | 6100   |  2.561% | 4685   |  2.568% |
 | 82   | Salamence          |  2.46860% | 5881   |  2.469% | 4247   |  2.328% |
 | 83   | Latias             |  2.44342% | 5821   |  2.443% | 4179   |  2.291% |
 | 84   | Shuckle            |  2.43250% | 5795   |  2.433% | 5011   |  2.747% |
 | 85   | Whimsicott         |  2.41151% | 5745   |  2.412% | 4433   |  2.430% |
 | 86   | Honchkrow          |  2.40480% | 5729   |  2.405% | 4211   |  2.308% |
 | 87   | Porygon-Z          |  2.39095% | 5696   |  2.391% | 4124   |  2.261% |
 | 88   | Golurk             |  2.37626% | 5661   |  2.376% | 4394   |  2.409% |
 | 89   | Cradily            |  2.37584% | 5660   |  2.376% | 4330   |  2.373% |
 | 90   | Clefable           |  2.35988% | 5622   |  2.360% | 3982   |  2.183% |
 | 91   | Houndoom           |  2.29566% | 5469   |  2.296% | 3824   |  2.096% |
 | 92   | Abomasnow          |  2.29188% | 5460   |  2.292% | 4422   |  2.424% |
 | 93   | Toxicroak          |  2.28517% | 5444   |  2.285% | 4090   |  2.242% |
 | 94   | Umbreon            |  2.24319% | 5344   |  2.243% | 3935   |  2.157% |
 | 95   | Thundurus-Therian  |  2.20038% | 5242   |  2.200% | 3916   |  2.147% |
 | 96   | Pidgeot            |  2.16973% | 5169   |  2.170% | 4008   |  2.197% |
 | 97   | Shaymin-Sky        |  2.13405% | 5084   |  2.134% | 3895   |  2.135% |
 | 98   | Krookodile         |  2.12356% | 5059   |  2.124% | 3865   |  2.119% |
 | 99   | Ditto              |  2.11181% | 5031   |  2.112% | 3787   |  2.076% |
 | 100  | Aerodactyl         |  2.09250% | 4985   |  2.092% | 3973   |  2.178% |
 | 101  | Lanturn            |  2.08284% | 4962   |  2.083% | 3842   |  2.106% |
 | 102  | Armaldo            |  2.05682% | 4900   |  2.057% | 3918   |  2.148% |
 | 103  | Torkoal            |  2.03415% | 4846   |  2.034% | 4120   |  2.258% |
 | 104  | Rotom-Heat         |  2.01736% | 4806   |  2.017% | 3936   |  2.158% |
 | 105  | Mew                |  2.00099% | 4767   |  2.001% | 4092   |  2.243% |
 | 106  | Sylveon            |  1.98756% | 4735   |  1.988% | 3175   |  1.740% |
 | 107  | Sceptile           |  1.97371% | 4702   |  1.974% | 3416   |  1.872% |
 | 108  | Goodra             |  1.92082% | 4576   |  1.921% | 3444   |  1.888% |
 | 109  | Malamar            |  1.92040% | 4575   |  1.920% | 3616   |  1.982% |
 | 110  | Manectric          |  1.91788% | 4569   |  1.918% | 3625   |  1.987% |
 | 111  | Crawdaunt          |  1.91242% | 4556   |  1.912% | 3349   |  1.836% |
 | 112  | Weezing            |  1.87632% | 4470   |  1.876% | 3736   |  2.048% |
 | 113  | Ninetales          |  1.83561% | 4373   |  1.836% | 3758   |  2.060% |
 | 114  | Electivire         |  1.83477% | 4371   |  1.835% | 3358   |  1.841% |
 | 115  | Cobalion           |  1.81672% | 4328   |  1.817% | 3707   |  2.032% |
 | 116  | Starmie            |  1.77978% | 4240   |  1.780% | 3111   |  1.705% |
 | 117  | Serperior          |  1.77894% | 4238   |  1.779% | 3227   |  1.769% |
 | 118  | Eelektross         |  1.76131% | 4196   |  1.761% | 3369   |  1.847% |
 | 119  | Avalugg            |  1.74242% | 4151   |  1.742% | 3227   |  1.769% |
 | 120  | Arcanine           |  1.72563% | 4111   |  1.726% | 3146   |  1.724% |
 | 121  | Alakazam           |  1.68995% | 4026   |  1.690% | 2913   |  1.597% |
 | 122  | Darmanitan         |  1.68281% | 4009   |  1.683% | 2996   |  1.642% |
 | 123  | Smeargle           |  1.68281% | 4009   |  1.683% | 3687   |  2.021% |
 | 124  | Yanmega            |  1.68071% | 4004   |  1.681% | 2820   |  1.546% |
 | 125  | Kyurem-White       |  1.67946% | 4001   |  1.679% | 3232   |  1.772% |
 | 126  | Ampharos           |  1.64168% | 3911   |  1.642% | 3018   |  1.654% |
 | 127  | Ambipom            |  1.63916% | 3905   |  1.639% | 3308   |  1.813% |
 | 128  | Aggron             |  1.61817% | 3855   |  1.618% | 2940   |  1.612% |
 | 129  | Espeon             |  1.56864% | 3737   |  1.569% | 2847   |  1.561% |
 | 130  | Noivern            |  1.53968% | 3668   |  1.540% | 2819   |  1.545% |
 | 131  | Exploud            |  1.52792% | 3640   |  1.528% | 2674   |  1.466% |
 | 132  | Rotom-Mow          |  1.48343% | 3534   |  1.483% | 2798   |  1.534% |
 | 133  | Absol              |  1.46328% | 3486   |  1.463% | 2625   |  1.439% |
