 | 1    | Charizard-Mega-X   | 10.81661% | 45458  | 10.816% | 16454  | 24.019% |
 | 2    | Salamence-Mega     | 10.84915% | 45597  | 10.849% | 15776  | 23.029% |
 | 3    | Charizard-Mega-Y   | 11.34741% | 47689  | 11.347% | 14746  | 21.525% |
 | 4    | Kyurem-Black       |  9.71692% | 40837  |  9.717% | 14120  | 20.612% |
 | 5    | Mawile-Mega        |  7.40139% | 31105  |  7.401% | 10461  | 15.270% |
 | 6    | Greninja           |  6.04270% | 25396  |  6.043% | 9401   | 13.723% |
 | 7    | Gyarados-Mega      |  6.13307% | 25775  |  6.133% | 9288   | 13.558% |
 | 8    | Lopunny-Mega       |  6.35037% | 26688  |  6.350% | 9200   | 13.430% |
 | 9    | Dragonite          |  5.20560% | 21877  |  5.205% | 8423   | 12.295% |
 | 10   | Porygon-Z          |  4.44160% | 18667  |  4.442% | 7041   | 10.278% |
 | 11   | Alakazam-Mega      |  4.88104% | 20513  |  4.881% | 6772   |  9.885% |
 | 12   | Blaziken-Mega      |  4.99604% | 20997  |  4.996% | 6634   |  9.684% |
 | 13   | Sableye-Mega       |  4.59812% | 19325  |  4.598% | 6572   |  9.593% |
 | 14   | Medicham-Mega      |  2.94057% | 12358  |  2.940% | 6157   |  8.988% |
 | 15   | Gardevoir-Mega     |  4.27220% | 17957  |  4.273% | 6154   |  8.983% |
 | 16   | Aggron-Mega        |  2.92653% | 12299  |  2.926% | 5316   |  7.760% |
 | 17   | Metagross-Mega     |  3.76197% | 15811  |  3.762% | 4798   |  7.004% |
 | 18   | Aron               |  2.62314% | 11024  |  2.623% | 4713   |  6.880% |
 | 19   | Whimsicott         |  3.43598% | 14440  |  3.436% | 4661   |  6.804% |
 | 20   | Venusaur-Mega      |  3.77172% | 15851  |  3.772% | 4428   |  6.464% |
 | 21   | Chansey            |  3.70973% | 15592  |  3.710% | 4387   |  6.404% |
 | 22   | Smeargle           |  2.48061% | 10425  |  2.481% | 4282   |  6.251% |
 | 23   | Altaria-Mega       |  2.77496% | 11662  |  2.775% | 4095   |  5.978% |
 | 24   | Heracross-Mega     |  2.86936% | 12059  |  2.869% | 3971   |  5.797% |
 | 25   | Blastoise-Mega     |  2.44093% | 10259  |  2.441% | 3911   |  5.709% |
 | 26   | Jirachi            |  2.81279% | 11821  |  2.813% | 3893   |  5.683% |
 | 27   | Togekiss           |  2.25962% | 9497   |  2.260% | 3826   |  5.585% |
 | 28   | Azumarill          |  2.67240% | 11231  |  2.672% | 3754   |  5.480% |
 | 29   | Victini            |  2.34070% | 9837   |  2.341% | 3587   |  5.236% |
 | 30   | Magnezone          |  2.05860% | 8653   |  2.059% | 3553   |  5.186% |
 | 31   | Golem              |  1.81983% | 7648   |  1.820% | 3434   |  5.013% |
 | 32   | Lucario-Mega       |  2.34451% | 9853   |  2.344% | 3300   |  4.817% |
 | 33   | Magnemite          |  1.85975% | 7816   |  1.860% | 3296   |  4.811% |
 | 34   | Gengar-Mega        |  2.18204% | 9171   |  2.182% | 3285   |  4.795% |
 | 35   | Breloom            |  2.75521% | 11579  |  2.755% | 3204   |  4.677% |
 | 36   | Aegislash          |  2.08734% | 8773   |  2.087% | 3165   |  4.620% |
 | 37   | Talonflame         |  2.27003% | 9540   |  2.270% | 3095   |  4.518% |
 | 38   | Slowbro-Mega       |  2.26456% | 9517   |  2.264% | 3041   |  4.439% |
 | 39   | Garchomp           |  1.90240% | 7995   |  1.902% | 2866   |  4.184% |
 | 40   | Sylveon            |  1.91715% | 8057   |  1.917% | 2847   |  4.156% |
 | 41   | Meloetta           |  1.89431% | 7961   |  1.894% | 2757   |  4.025% |
 | 42   | Hoopa-Unbound      |  1.84392% | 7750   |  1.844% | 2680   |  3.912% |
 | 43   | Sawk               |  1.53477% | 6450   |  1.535% | 2533   |  3.698% |
 | 44   | Diancie-Mega       |  1.75725% | 7385   |  1.757% | 2528   |  3.690% |
 | 45   | Shuckle            |  1.34845% | 5667   |  1.348% | 2370   |  3.460% |
