 | 1    | Flygon             |  5.34262% | 3323   |  5.343% | 2264   |  5.143% |
 | 2    | Latios             |  5.31528% | 3306   |  5.315% | 2104   |  4.780% |
 | 3    | Tyranitar          |  4.94710% | 3077   |  4.947% | 2316   |  5.262% |
 | 4    | Latias             |  4.73488% | 2945   |  4.735% | 1881   |  4.273% |
 | 5    | Ferrothorn         |  4.41654% | 2747   |  4.417% | 2194   |  4.984% |
 | 6    | Cryogonal          |  4.21557% | 2622   |  4.216% | 1797   |  4.082% |
 | 7    | Roselia            |  3.80398% | 2366   |  3.804% | 1690   |  3.839% |
 | 8    | Excadrill          |  3.68501% | 2292   |  3.685% | 1608   |  3.653% |
 | 9    | Blissey            |  3.60944% | 2245   |  3.609% | 1581   |  3.592% |
 | 10   | Klefki             |  3.58854% | 2232   |  3.589% | 1788   |  4.062% |
 | 11   | Scizor-Mega        |  3.43259% | 2135   |  3.433% | 1553   |  3.528% |
 | 12   | Archeops           |  3.42294% | 2129   |  3.423% | 1584   |  3.599% |
 | 13   | Clefairy           |  3.34577% | 2081   |  3.346% | 1533   |  3.483% |
 | 14   | Bronzong           |  3.33773% | 2076   |  3.338% | 1636   |  3.717% |
 | 15   | Rhyperior          |  3.22518% | 2006   |  3.225% | 1422   |  3.231% |
 | 16   | Prinplup           |  3.16409% | 1968   |  3.164% | 1599   |  3.633% |
 | 17   | Pawniard           |  3.05155% | 1898   |  3.052% | 1355   |  3.078% |
 | 18   | Diancie-Mega       |  2.99367% | 1862   |  2.994% | 1401   |  3.183% |
 | 19   | Mesprit            |  2.89720% | 1802   |  2.897% | 1334   |  3.031% |
 | 20   | Diancie            |  2.88594% | 1795   |  2.886% | 1328   |  3.017% |
 | 21   | Blastoise          |  2.86344% | 1781   |  2.863% | 1260   |  2.862% |
 | 22   | Hitmonlee          |  2.80073% | 1742   |  2.801% | 1167   |  2.651% |
 | 23   | Aromatisse         |  2.79269% | 1737   |  2.793% | 1125   |  2.556% |
 | 24   | Hitmontop          |  2.77662% | 1727   |  2.777% | 1169   |  2.656% |
 | 25   | Manectric          |  2.69944% | 1679   |  2.699% | 1233   |  2.801% |
 | 26   | Camerupt           |  2.69462% | 1676   |  2.695% | 1279   |  2.906% |
 | 27   | Hoopa              |  2.68980% | 1673   |  2.690% | 1107   |  2.515% |
 | 28   | Misdreavus         |  2.67372% | 1663   |  2.674% | 1223   |  2.778% |
 | 29   | Feraligatr         |  2.66890% | 1660   |  2.669% | 1188   |  2.699% |
 | 30   | Gligar             |  2.66729% | 1659   |  2.667% | 1255   |  2.851% |
 | 31   | Dialga             |  2.65603% | 1652   |  2.656% | 1256   |  2.853% |
 | 32   | Empoleon           |  2.62870% | 1635   |  2.629% | 1305   |  2.965% |
 | 33   | Ho-Oh              |  2.62227% | 1631   |  2.622% | 1166   |  2.649% |
