 | 1    | Mimikyu            |  8.14192% | 46158  |  8.142% | 33013  |  8.013% |
 | 2    | Volcarona          |  7.97858% | 45232  |  7.979% | 30363  |  7.370% |
 | 3    | Tapu Koko          |  7.60304% | 43103  |  7.603% | 34700  |  8.423% |
 | 4    | Heatran            |  7.32240% | 41512  |  7.322% | 32051  |  7.780% |
 | 5    | Magearna           |  6.99554% | 39659  |  6.996% | 28542  |  6.928% |
 | 6    | Venusaur-Mega      |  6.81933% | 38660  |  6.819% | 28260  |  6.860% |
 | 7    | Muk-Alola          |  6.61101% | 37479  |  6.611% | 28089  |  6.818% |
 | 8    | Toxapex            |  6.41221% | 36352  |  6.412% | 27751  |  6.736% |
 | 9    | Ninetales-Alola    |  6.01657% | 34109  |  6.017% | 27359  |  6.641% |
 | 10   | Excadrill          |  5.83806% | 33097  |  5.838% | 23763  |  5.768% |
 | 11   | Gengar             |  5.65920% | 32083  |  5.659% | 21729  |  5.274% |
 | 12   | Skarmory           |  5.62304% | 31878  |  5.623% | 26462  |  6.423% |
 | 13   | Metagross-Mega     |  5.57559% | 31609  |  5.576% | 22547  |  5.473% |
 | 14   | Galvantula         |  5.56818% | 31567  |  5.568% | 26463  |  6.423% |
 | 15   | Celesteela         |  5.49903% | 31175  |  5.499% | 23619  |  5.733% |
 | 16   | Dragonite          |  5.47381% | 31032  |  5.474% | 21825  |  5.298% |
 | 17   | Hydreigon          |  5.46111% | 30960  |  5.461% | 21806  |  5.293% |
 | 18   | Araquanid          |  5.45405% | 30920  |  5.454% | 21210  |  5.148% |
 | 19   | Azumarill          |  5.24979% | 29762  |  5.250% | 20911  |  5.076% |
 | 20   | Greninja           |  5.23021% | 29651  |  5.230% | 21041  |  5.107% |
 | 21   | Sableye-Mega       |  5.14325% | 29158  |  5.143% | 23444  |  5.691% |
 | 22   | Scizor-Mega        |  4.96245% | 28133  |  4.962% | 19410  |  4.711% |
 | 23   | Nihilego           |  4.73084% | 26820  |  4.731% | 20161  |  4.894% |
 | 24   | Zapdos             |  4.70544% | 26676  |  4.705% | 19772  |  4.799% |
 | 25   | Charizard-Mega-Y   |  4.69151% | 26597  |  4.692% | 19246  |  4.672% |
 | 26   | Infernape          |  4.67210% | 26487  |  4.672% | 19988  |  4.852% |
 | 27   | Ferrothorn         |  4.66346% | 26438  |  4.663% | 21725  |  5.273% |
 | 28   | Raichu-Alola       |  4.65623% | 26397  |  4.656% | 18423  |  4.472% |
 | 29   | Marowak-Alola      |  4.57138% | 25916  |  4.571% | 18377  |  4.461% |
 | 30   | Togekiss           |  4.55586% | 25828  |  4.556% | 17772  |  4.314% |
 | 31   | Salazzle           |  4.55216% | 25807  |  4.552% | 17670  |  4.289% |
 | 32   | Weavile            |  4.52958% | 25679  |  4.530% | 18030  |  4.376% |
 | 33   | Mamoswine          |  4.38705% | 24871  |  4.387% | 18843  |  4.574% |
 | 34   | Magnezone          |  4.37065% | 24778  |  4.371% | 17538  |  4.257% |
 | 35   | Garchomp           |  4.30874% | 24427  |  4.309% | 19157  |  4.650% |
 | 36   | Bisharp            |  4.14028% | 23472  |  4.140% | 16286  |  3.953% |
 | 37   | Crobat             |  4.10147% | 23252  |  4.101% | 16597  |  4.029% |
 | 38   | Volcanion          |  4.05261% | 22975  |  4.053% | 16572  |  4.023% |
 | 39   | Tyranitar          |  4.01628% | 22769  |  4.016% | 17567  |  4.264% |
 | 40   | Rotom-Wash         |  4.00164% | 22686  |  4.002% | 17485  |  4.244% |
 | 41   | Chandelure         |  3.99458% | 22646  |  3.995% | 15800  |  3.835% |
 | 42   | Nidoking           |  3.88875% | 22046  |  3.889% | 15893  |  3.858% |
 | 43   | Tapu Bulu          |  3.85911% | 21878  |  3.859% | 14922  |  3.622% |
 | 44   | Scolipede          |  3.81166% | 21609  |  3.812% | 15341  |  3.724% |
 | 45   | Pinsir-Mega        |  3.76915% | 21368  |  3.769% | 14135  |  3.431% |
 | 46   | Victini            |  3.61728% | 20507  |  3.617% | 15067  |  3.657% |
 | 47   | Golisopod          |  3.59982% | 20408  |  3.600% | 14135  |  3.431% |
 | 48   | Kyurem-Black       |  3.53473% | 20039  |  3.535% | 14482  |  3.515% |
 | 49   | Scizor             |  3.51109% | 19905  |  3.511% | 13997  |  3.397% |
 | 50   | Kingdra            |  3.48428% | 19753  |  3.484% | 14029  |  3.405% |
 | 51   | Cloyster           |  3.47087% | 19677  |  3.471% | 14334  |  3.479% |
 | 52   | Mandibuzz          |  3.44018% | 19503  |  3.440% | 14297  |  3.470% |
 | 53   | Staraptor          |  3.37633% | 19141  |  3.376% | 13835  |  3.358% |
 | 54   | Sandslash-Alola    |  3.35110% | 18998  |  3.351% | 14092  |  3.421% |
 | 55   | Froslass           |  3.30365% | 18729  |  3.304% | 14518  |  3.524% |
 | 56   | Pelipper           |  3.29325% | 18670  |  3.293% | 16055  |  3.897% |
 | 57   | Torkoal            |  3.26590% | 18515  |  3.266% | 15942  |  3.870% |
 | 58   | Sharpedo-Mega      |  3.24386% | 18390  |  3.244% | 12645  |  3.069% |
 | 59   | Golem-Alola        |  3.22939% | 18308  |  3.229% | 14224  |  3.453% |
 | 60   | Breloom            |  3.19993% | 18141  |  3.200% | 13268  |  3.221% |
 | 61   | Empoleon           |  3.16201% | 17926  |  3.162% | 13207  |  3.206% |
 | 62   | Gliscor            |  3.09904% | 17569  |  3.099% | 12901  |  3.131% |
 | 63   | Forretress         |  3.06940% | 17401  |  3.069% | 15026  |  3.647% |
 | 64   | Kommo-o            |  3.06446% | 17373  |  3.064% | 11795  |  2.863% |
 | 65   | Tapu Fini          |  3.02090% | 17126  |  3.021% | 12383  |  3.006% |
 | 66   | Cradily            |  2.96974% | 16836  |  2.970% | 12401  |  3.010% |
 | 67   | Hoopa-Unbound      |  2.94646% | 16704  |  2.946% | 11509  |  2.794% |
 | 68   | Buzzwole           |  2.92564% | 16586  |  2.926% | 11138  |  2.704% |
 | 69   | Klefki             |  2.90765% | 16484  |  2.908% | 13970  |  3.391% |
 | 70   | Krookodile         |  2.86496% | 16242  |  2.865% | 12244  |  2.972% |
 | 71   | Latios             |  2.83198% | 16055  |  2.832% | 11155  |  2.708% |
 | 72   | Porygon-Z          |  2.82157% | 15996  |  2.822% | 11324  |  2.749% |
 | 73   | Keldeo             |  2.78929% | 15813  |  2.789% | 10641  |  2.583% |
 | 74   | Aerodactyl-Mega    |  2.77694% | 15743  |  2.777% | 11045  |  2.681% |
 | 75   | Xurkitree          |  2.73902% | 15528  |  2.739% | 11490  |  2.789% |
 | 76   | Heracross          |  2.73726% | 15518  |  2.737% | 10371  |  2.517% |
 | 77   | Lucario            |  2.73690% | 15516  |  2.737% | 10586  |  2.570% |
 | 78   | Hippowdon          |  2.70621% | 15342  |  2.706% | 13341  |  3.238% |
 | 79   | Gastrodon          |  2.65682% | 15062  |  2.657% | 10841  |  2.631% |
 | 80   | Gardevoir          |  2.60920% | 14792  |  2.609% | 9753   |  2.367% |
 | 81   | Vikavolt           |  2.58344% | 14646  |  2.583% | 10004  |  2.428% |
 | 82   | Lanturn            |  2.57409% | 14593  |  2.574% | 10533  |  2.557% |
 | 83   | Terrakion          |  2.57374% | 14591  |  2.574% | 10007  |  2.429% |
